ファイル名,ラベル名,ファイルのディレクトリパス,タイトル,資料のURL,当該画像のフルサイズのURL(IIIF Image API)
1049199_15_0.jpg,graphic_illust,graphic_illust\1049199_15_0.jpg,近世歯科全書,https://dl.ndl.go.jp/info:ndljp/pid/1049199,"https://www.dl.ndl.go.jp/api/iiif/1049199/R0000015/pct:57.3,48.4,22.5,31.5/full/0/default.jpg"
1049199_23_1.jpg,graphic_illust,graphic_illust\1049199_23_1.jpg,近世歯科全書,https://dl.ndl.go.jp/info:ndljp/pid/1049199,"https://www.dl.ndl.go.jp/api/iiif/1049199/R0000023/pct:33.6,65.0,12.3,12.5/full/0/default.jpg"
1049324_6_0.jpg,graphic_illust,graphic_illust\1049324_6_0.jpg,外科診断及療法,https://dl.ndl.go.jp/info:ndljp/pid/1049324,"https://www.dl.ndl.go.jp/api/iiif/1049324/R0000006/pct:24.3,51.0,17.1,19.3/full/0/default.jpg"
1049334_335_1.jpg,graphic_illust,graphic_illust\1049334_335_1.jpg,外科類症鑑別診断学,https://dl.ndl.go.jp/info:ndljp/pid/1049334,"https://www.dl.ndl.go.jp/api/iiif/1049334/R0000335/pct:27.6,61.6,8.9,20.0/full/0/default.jpg"
1049606_122_2.jpg,graphic_illust,graphic_illust\1049606_122_2.jpg,受験用産婆学 : 插図表式,https://dl.ndl.go.jp/info:ndljp/pid/1049606,"https://www.dl.ndl.go.jp/api/iiif/1049606/R0000122/pct:63.4,32.8,18.6,31.9/full/0/default.jpg"
1049606_88_0.jpg,graphic_illust,graphic_illust\1049606_88_0.jpg,受験用産婆学 : 插図表式,https://dl.ndl.go.jp/info:ndljp/pid/1049606,"https://www.dl.ndl.go.jp/api/iiif/1049606/R0000088/pct:52.6,32.0,20.0,40.5/full/0/default.jpg"
1049727_392_0.jpg,graphic_illust,graphic_illust\1049727_392_0.jpg,耳鼻咽喉科診療ノ実際,https://dl.ndl.go.jp/info:ndljp/pid/1049727,"https://www.dl.ndl.go.jp/api/iiif/1049727/R0000392/pct:25.6,19.5,14.6,16.5/full/0/default.jpg"
1049775_120_1.jpg,graphic_illust,graphic_illust\1049775_120_1.jpg,白木助産婦学,https://dl.ndl.go.jp/info:ndljp/pid/1049775,"https://www.dl.ndl.go.jp/api/iiif/1049775/R0000120/pct:25.3,24.9,13.4,18.2/full/0/default.jpg"
1050255_161_0.jpg,graphic_illust,graphic_illust\1050255_161_0.jpg,図説診断学,https://dl.ndl.go.jp/info:ndljp/pid/1050255,"https://www.dl.ndl.go.jp/api/iiif/1050255/R0000161/pct:19.1,55.6,29.8,26.8/full/0/default.jpg"
1050880_152_3.jpg,graphic_illust,graphic_illust\1050880_152_3.jpg,泌尿器科学,https://dl.ndl.go.jp/info:ndljp/pid/1050880,"https://www.dl.ndl.go.jp/api/iiif/1050880/R0000152/pct:33.9,32.6,10.6,16.2/full/0/default.jpg"
1050938_112_0.jpg,graphic_illust,graphic_illust\1050938_112_0.jpg,茂木外科総論,https://dl.ndl.go.jp/info:ndljp/pid/1050938,"https://www.dl.ndl.go.jp/api/iiif/1050938/R0000112/pct:28.8,27.5,19.0,27.2/full/0/default.jpg"
1050944_140_2.jpg,graphic_illust,graphic_illust\1050944_140_2.jpg,茂木外科各論,https://dl.ndl.go.jp/info:ndljp/pid/1050944,"https://www.dl.ndl.go.jp/api/iiif/1050944/R0000140/pct:55.8,39.5,8.0,20.1/full/0/default.jpg"
1050944_159_0.jpg,graphic_illust,graphic_illust\1050944_159_0.jpg,茂木外科各論,https://dl.ndl.go.jp/info:ndljp/pid/1050944,"https://www.dl.ndl.go.jp/api/iiif/1050944/R0000159/pct:58.8,59.2,19.2,21.0/full/0/default.jpg"
1051325_293_2.jpg,graphic_illust,graphic_illust\1051325_293_2.jpg,大日本眼科全書,https://dl.ndl.go.jp/info:ndljp/pid/1051325,"https://www.dl.ndl.go.jp/api/iiif/1051325/R0000293/pct:33.4,42.2,10.2,25.4/full/0/default.jpg"
1051580_12_3.jpg,graphic_illust,graphic_illust\1051580_12_3.jpg,臨牀人体寄生虫病学,https://dl.ndl.go.jp/info:ndljp/pid/1051580,"https://www.dl.ndl.go.jp/api/iiif/1051580/R0000012/pct:65.8,58.0,13.5,19.8/full/0/default.jpg"
1051666_18_1.jpg,graphic_illust,graphic_illust\1051666_18_1.jpg,レントゲン室据附図集,https://dl.ndl.go.jp/info:ndljp/pid/1051666,"https://www.dl.ndl.go.jp/api/iiif/1051666/R0000018/pct:68.1,26.8,20.8,17.8/full/0/default.jpg"
1051882_73_1.jpg,graphic_illust,graphic_illust\1051882_73_1.jpg,最新助産婦学,https://dl.ndl.go.jp/info:ndljp/pid/1051882,"https://www.dl.ndl.go.jp/api/iiif/1051882/R0000073/pct:56.6,30.8,14.1,17.7/full/0/default.jpg"
1052187_18_0.jpg,graphic_illust,graphic_illust\1052187_18_0.jpg,幣帛供進使の作法解説,https://dl.ndl.go.jp/info:ndljp/pid/1052187,"https://www.dl.ndl.go.jp/api/iiif/1052187/R0000018/pct:14.6,24.0,28.0,47.9/full/0/default.jpg"
1052347_27_1.jpg,graphic_illust,graphic_illust\1052347_27_1.jpg,新制鉄道業務算術,https://dl.ndl.go.jp/info:ndljp/pid/1052347,"https://www.dl.ndl.go.jp/api/iiif/1052347/R0000027/pct:74.6,19.2,12.3,12.5/full/0/default.jpg"
1052961_3_0.jpg,graphic_illust,graphic_illust\1052961_3_0.jpg,海運統制と海運界,https://dl.ndl.go.jp/info:ndljp/pid/1052961,"https://www.dl.ndl.go.jp/api/iiif/1052961/R0000003/pct:8.6,10.2,39.3,39.9/full/0/default.jpg"
1053533_1_0.jpg,graphic_illust,graphic_illust\1053533_1_0.jpg,百億円達成記念募集保険実話 : 家庭生活と生命保険,https://dl.ndl.go.jp/info:ndljp/pid/1053533,"https://www.dl.ndl.go.jp/api/iiif/1053533/R0000001/pct:10.1,5.0,42.1,90.3/full/0/default.jpg"
1053934_106_0.jpg,graphic_illust,graphic_illust\1053934_106_0.jpg,二十四輩順拝図会,https://dl.ndl.go.jp/info:ndljp/pid/1053934,"https://www.dl.ndl.go.jp/api/iiif/1053934/R0000106/pct:51.1,53.5,33.8,33.3/full/0/default.jpg"
1054192_123_0.jpg,graphic_illust,graphic_illust\1054192_123_0.jpg,十年を語る,https://dl.ndl.go.jp/info:ndljp/pid/1054192,"https://www.dl.ndl.go.jp/api/iiif/1054192/R0000123/pct:18.3,19.1,10.3,18.2/full/0/default.jpg"
1054192_124_0.jpg,graphic_illust,graphic_illust\1054192_124_0.jpg,十年を語る,https://dl.ndl.go.jp/info:ndljp/pid/1054192,"https://www.dl.ndl.go.jp/api/iiif/1054192/R0000124/pct:66.3,62.5,19.7,28.1/full/0/default.jpg"
1054192_2_0.jpg,graphic_illust,graphic_illust\1054192_2_0.jpg,十年を語る,https://dl.ndl.go.jp/info:ndljp/pid/1054192,"https://www.dl.ndl.go.jp/api/iiif/1054192/R0000002/pct:24.8,4.0,48.1,22.6/full/0/default.jpg"
1054192_4_1.jpg,graphic_illust,graphic_illust\1054192_4_1.jpg,十年を語る,https://dl.ndl.go.jp/info:ndljp/pid/1054192,"https://www.dl.ndl.go.jp/api/iiif/1054192/R0000004/pct:65.7,16.5,24.5,54.3/full/0/default.jpg"
1054323_1_0.jpg,graphic_illust,graphic_illust\1054323_1_0.jpg,苹果病虫害及び其駆除予防法,https://dl.ndl.go.jp/info:ndljp/pid/1054323,"https://www.dl.ndl.go.jp/api/iiif/1054323/R0000001/pct:15.3,39.9,24.5,25.0/full/0/default.jpg"
1054491_279_0.jpg,graphic_illust,graphic_illust\1054491_279_0.jpg,最新研究徒然草詳解,https://dl.ndl.go.jp/info:ndljp/pid/1054491,"https://www.dl.ndl.go.jp/api/iiif/1054491/R0000279/pct:64.5,16.0,9.1,24.2/full/0/default.jpg"
1055592_71_2.jpg,graphic_illust,graphic_illust\1055592_71_2.jpg,社会百面相 : 川柳漫画と番附いろいろ,https://dl.ndl.go.jp/info:ndljp/pid/1055592,"https://www.dl.ndl.go.jp/api/iiif/1055592/R0000071/pct:16.1,65.8,21.0,22.5/full/0/default.jpg"
1056367_103_1.jpg,graphic_illust,graphic_illust\1056367_103_1.jpg,解剖学実習用描写用図 : 靱帯及筋学,https://dl.ndl.go.jp/info:ndljp/pid/1056367,"https://www.dl.ndl.go.jp/api/iiif/1056367/R0000103/pct:15.0,16.1,33.8,67.8/full/0/default.jpg"
1057387_88_0.jpg,graphic_illust,graphic_illust\1057387_88_0.jpg,自然と宗教,https://dl.ndl.go.jp/info:ndljp/pid/1057387,"https://www.dl.ndl.go.jp/api/iiif/1057387/R0000088/pct:17.6,21.6,30.0,59.2/full/0/default.jpg"
1058579_18_0.jpg,graphic_illust,graphic_illust\1058579_18_0.jpg,簡明測量製図,https://dl.ndl.go.jp/info:ndljp/pid/1058579,"https://www.dl.ndl.go.jp/api/iiif/1058579/R0000018/pct:68.2,45.2,13.8,20.8/full/0/default.jpg"
1059133_94_1.jpg,graphic_illust,graphic_illust\1059133_94_1.jpg,簡明仕上機械組立ケガキ工具仕立作業法 : 総論,https://dl.ndl.go.jp/info:ndljp/pid/1059133,"https://www.dl.ndl.go.jp/api/iiif/1059133/R0000094/pct:33.1,25.8,10.4,17.0/full/0/default.jpg"
1060067_56_1.jpg,graphic_illust,graphic_illust\1060067_56_1.jpg,兵器生産基本教程,https://dl.ndl.go.jp/info:ndljp/pid/1060067,"https://www.dl.ndl.go.jp/api/iiif/1060067/R0000056/pct:63.9,22.5,13.1,21.5/full/0/default.jpg"
1060455_356_1.jpg,graphic_illust,graphic_illust\1060455_356_1.jpg,化学工業通論,https://dl.ndl.go.jp/info:ndljp/pid/1060455,"https://www.dl.ndl.go.jp/api/iiif/1060455/R0000356/pct:53.4,60.9,11.6,16.5/full/0/default.jpg"
1060475_144_1.jpg,graphic_illust,graphic_illust\1060475_144_1.jpg,解説工業化学,https://dl.ndl.go.jp/info:ndljp/pid/1060475,"https://www.dl.ndl.go.jp/api/iiif/1060475/R0000144/pct:51.6,51.5,8.2,26.7/full/0/default.jpg"
1063321_12_1.jpg,graphic_illust,graphic_illust\1063321_12_1.jpg,高等数学,https://dl.ndl.go.jp/info:ndljp/pid/1063321,"https://www.dl.ndl.go.jp/api/iiif/1063321/R0000012/pct:66.9,16.3,15.6,11.0/full/0/default.jpg"
1063399_60_3.jpg,graphic_illust,graphic_illust\1063399_60_3.jpg,初等幾何学軌跡問題,https://dl.ndl.go.jp/info:ndljp/pid/1063399,"https://www.dl.ndl.go.jp/api/iiif/1063399/R0000060/pct:74.2,16.9,10.1,14.9/full/0/default.jpg"
1063728_152_0.jpg,graphic_illust,graphic_illust\1063728_152_0.jpg,物理化学測定法,https://dl.ndl.go.jp/info:ndljp/pid/1063728,"https://www.dl.ndl.go.jp/api/iiif/1063728/R0000152/pct:22.8,26.0,17.4,22.0/full/0/default.jpg"
1064307_249_0.jpg,graphic_illust,graphic_illust\1064307_249_0.jpg,虫?と虫?昆虫,https://dl.ndl.go.jp/info:ndljp/pid/1064307,"https://www.dl.ndl.go.jp/api/iiif/1064307/R0000249/pct:16.3,60.0,14.9,26.9/full/0/default.jpg"
1064908_413_2.jpg,graphic_illust,graphic_illust\1064908_413_2.jpg,米英其他敵国所有ノ特許権集録,https://dl.ndl.go.jp/info:ndljp/pid/1064908,"https://www.dl.ndl.go.jp/api/iiif/1064908/R0000413/pct:8.1,14.1,13.6,17.5/full/0/default.jpg"
1064908_483_7.jpg,graphic_illust,graphic_illust\1064908_483_7.jpg,米英其他敵国所有ノ特許権集録,https://dl.ndl.go.jp/info:ndljp/pid/1064908,"https://www.dl.ndl.go.jp/api/iiif/1064908/R0000483/pct:14.9,15.5,8.0,21.4/full/0/default.jpg"
1064917_224_1.jpg,graphic_illust,graphic_illust\1064917_224_1.jpg,敵国人出願の発明考案集録,https://dl.ndl.go.jp/info:ndljp/pid/1064917,"https://www.dl.ndl.go.jp/api/iiif/1064917/R0000224/pct:29.0,15.5,15.6,32.1/full/0/default.jpg"
1066900_47_0.jpg,graphic_illust,graphic_illust\1066900_47_0.jpg,甘藷品種図説,https://dl.ndl.go.jp/info:ndljp/pid/1066900,"https://www.dl.ndl.go.jp/api/iiif/1066900/R0000047/pct:55.9,23.0,29.2,57.4/full/0/default.jpg"
1069198_8_0.jpg,graphic_illust,graphic_illust\1069198_8_0.jpg,工芸意匠図案集,https://dl.ndl.go.jp/info:ndljp/pid/1069198,"https://www.dl.ndl.go.jp/api/iiif/1069198/R0000008/pct:54.0,12.9,34.8,36.5/full/0/default.jpg"
1069914_201_0.jpg,graphic_illust,graphic_illust\1069914_201_0.jpg,学生に与ふ,https://dl.ndl.go.jp/info:ndljp/pid/1069914,"https://www.dl.ndl.go.jp/api/iiif/1069914/R0000201/pct:23.5,29.5,9.1,13.9/full/0/default.jpg"
1070431_18_1.jpg,graphic_illust,graphic_illust\1070431_18_1.jpg,師範国史,https://dl.ndl.go.jp/info:ndljp/pid/1070431,"https://www.dl.ndl.go.jp/api/iiif/1070431/R0000018/pct:17.2,61.0,30.3,24.1/full/0/default.jpg"
1071021_76_0.jpg,graphic_illust,graphic_illust\1071021_76_0.jpg,どもりの研究,https://dl.ndl.go.jp/info:ndljp/pid/1071021,"https://www.dl.ndl.go.jp/api/iiif/1071021/R0000076/pct:63.6,24.5,16.4,37.8/full/0/default.jpg"
1071198_102_0.jpg,graphic_illust,graphic_illust\1071198_102_0.jpg,県技士見習生農村実態調査報告書,https://dl.ndl.go.jp/info:ndljp/pid/1071198,"https://www.dl.ndl.go.jp/api/iiif/1071198/R0000102/pct:53.8,43.0,10.8,24.0/full/0/default.jpg"
1071770_127_0.jpg,graphic_illust,graphic_illust\1071770_127_0.jpg,実用法医学,https://dl.ndl.go.jp/info:ndljp/pid/1071770,"https://www.dl.ndl.go.jp/api/iiif/1071770/R0000127/pct:68.6,51.5,14.2,32.0/full/0/default.jpg"
1071935_1_1.jpg,graphic_illust,graphic_illust\1071935_1_1.jpg,百歳突破作戦,https://dl.ndl.go.jp/info:ndljp/pid/1071935,"https://www.dl.ndl.go.jp/api/iiif/1071935/R0000001/pct:26.0,50.0,22.6,36.5/full/0/default.jpg"
1071935_45_0.jpg,graphic_illust,graphic_illust\1071935_45_0.jpg,百歳突破作戦,https://dl.ndl.go.jp/info:ndljp/pid/1071935,"https://www.dl.ndl.go.jp/api/iiif/1071935/R0000045/pct:20.9,23.1,24.4,23.2/full/0/default.jpg"
1072102_10_0.jpg,graphic_illust,graphic_illust\1072102_10_0.jpg,満鉄医科器械型録,https://dl.ndl.go.jp/info:ndljp/pid/1072102,"https://www.dl.ndl.go.jp/api/iiif/1072102/R0000010/pct:9.3,12.0,31.4,53.7/full/0/default.jpg"
1072102_93_1.jpg,graphic_illust,graphic_illust\1072102_93_1.jpg,満鉄医科器械型録,https://dl.ndl.go.jp/info:ndljp/pid/1072102,"https://www.dl.ndl.go.jp/api/iiif/1072102/R0000093/pct:52.3,35.2,20.7,35.5/full/0/default.jpg"
1072350_136_0.jpg,graphic_illust,graphic_illust\1072350_136_0.jpg,衣服材料,https://dl.ndl.go.jp/info:ndljp/pid/1072350,"https://www.dl.ndl.go.jp/api/iiif/1072350/R0000136/pct:68.8,23.0,10.7,20.9/full/0/default.jpg"
1072492_13_0.jpg,graphic_illust,graphic_illust\1072492_13_0.jpg,家事年鑑,https://dl.ndl.go.jp/info:ndljp/pid/1072492,"https://www.dl.ndl.go.jp/api/iiif/1072492/R0000013/pct:47.0,24.5,28.9,34.5/full/0/default.jpg"
1072912_24_2.jpg,graphic_illust,graphic_illust\1072912_24_2.jpg,照明設計,https://dl.ndl.go.jp/info:ndljp/pid/1072912,"https://www.dl.ndl.go.jp/api/iiif/1072912/R0000024/pct:51.8,54.9,11.2,34.9/full/0/default.jpg"
1074712_26_1.jpg,graphic_illust,graphic_illust\1074712_26_1.jpg,北海道樺太年鑑,https://dl.ndl.go.jp/info:ndljp/pid/1074712,"https://www.dl.ndl.go.jp/api/iiif/1074712/R0000026/pct:12.4,63.5,9.6,19.0/full/0/default.jpg"
1074918_187_1.jpg,graphic_illust,graphic_illust\1074918_187_1.jpg,茂木外科総論,https://dl.ndl.go.jp/info:ndljp/pid/1074918,"https://www.dl.ndl.go.jp/api/iiif/1074918/R0000187/pct:24.8,53.0,21.2,17.6/full/0/default.jpg"
1074998_274_1.jpg,graphic_illust,graphic_illust\1074998_274_1.jpg,日本新聞広告史 : 電通創立四十周年紀念,https://dl.ndl.go.jp/info:ndljp/pid/1074998,"https://www.dl.ndl.go.jp/api/iiif/1074998/R0000274/pct:78.9,27.5,14.1,31.0/full/0/default.jpg"
1074998_417_0.jpg,graphic_illust,graphic_illust\1074998_417_0.jpg,日本新聞広告史 : 電通創立四十周年紀念,https://dl.ndl.go.jp/info:ndljp/pid/1074998,"https://www.dl.ndl.go.jp/api/iiif/1074998/R0000417/pct:26.6,24.3,8.9,37.6/full/0/default.jpg"
1075556_54_0.jpg,graphic_illust,graphic_illust\1075556_54_0.jpg,金属材料ニ関スル外国特許要覧,https://dl.ndl.go.jp/info:ndljp/pid/1075556,"https://www.dl.ndl.go.jp/api/iiif/1075556/R0000054/pct:74.5,34.5,10.6,19.3/full/0/default.jpg"
1076061_258_0.jpg,graphic_illust,graphic_illust\1076061_258_0.jpg,最新実験植物学,https://dl.ndl.go.jp/info:ndljp/pid/1076061,"https://www.dl.ndl.go.jp/api/iiif/1076061/R0000258/pct:51.2,17.9,27.6,23.8/full/0/default.jpg"
1076310_213_0.jpg,graphic_illust,graphic_illust\1076310_213_0.jpg,植物学汎論,https://dl.ndl.go.jp/info:ndljp/pid/1076310,"https://www.dl.ndl.go.jp/api/iiif/1076310/R0000213/pct:33.3,19.5,8.8,21.0/full/0/default.jpg"
1076310_32_1.jpg,graphic_illust,graphic_illust\1076310_32_1.jpg,植物学汎論,https://dl.ndl.go.jp/info:ndljp/pid/1076310,"https://www.dl.ndl.go.jp/api/iiif/1076310/R0000032/pct:35.3,61.8,8.7,20.2/full/0/default.jpg"
1076653_26_0.jpg,graphic_illust,graphic_illust\1076653_26_0.jpg,高等平面三角法,https://dl.ndl.go.jp/info:ndljp/pid/1076653,"https://www.dl.ndl.go.jp/api/iiif/1076653/R0000026/pct:71.6,43.4,11.0,13.6/full/0/default.jpg"
1077492_105_0.jpg,graphic_illust,graphic_illust\1077492_105_0.jpg,舶用蒸気タービン機,https://dl.ndl.go.jp/info:ndljp/pid/1077492,"https://www.dl.ndl.go.jp/api/iiif/1077492/R0000105/pct:55.3,48.0,21.6,39.0/full/0/default.jpg"
1077846_143_0.jpg,graphic_illust,graphic_illust\1077846_143_0.jpg,水戸藤田家旧蔵書類,https://dl.ndl.go.jp/info:ndljp/pid/1077846,"https://www.dl.ndl.go.jp/api/iiif/1077846/R0000143/pct:58.6,34.2,12.6,25.5/full/0/default.jpg"
1078276_173_0.jpg,graphic_illust,graphic_illust\1078276_173_0.jpg,臨牀産科学,https://dl.ndl.go.jp/info:ndljp/pid/1078276,"https://www.dl.ndl.go.jp/api/iiif/1078276/R0000173/pct:17.1,20.8,17.1,23.3/full/0/default.jpg"
1078956_286_0.jpg,graphic_illust,graphic_illust\1078956_286_0.jpg,フランス革命史,https://dl.ndl.go.jp/info:ndljp/pid/1078956,"https://www.dl.ndl.go.jp/api/iiif/1078956/R0000286/pct:17.5,21.0,31.5,57.0/full/0/default.jpg"
1079296_61_1.jpg,graphic_illust,graphic_illust\1079296_61_1.jpg,国史大辞典,https://dl.ndl.go.jp/info:ndljp/pid/1079296,"https://www.dl.ndl.go.jp/api/iiif/1079296/R0000061/pct:62.7,71.6,26.2,21.4/full/0/default.jpg"
1080112_16_0.jpg,graphic_illust,graphic_illust\1080112_16_0.jpg,自力更正二宮尊徳先生行状画譚,https://dl.ndl.go.jp/info:ndljp/pid/1080112,"https://www.dl.ndl.go.jp/api/iiif/1080112/R0000016/pct:16.3,20.9,28.6,28.7/full/0/default.jpg"
1080359_24_1.jpg,graphic_illust,graphic_illust\1080359_24_1.jpg,文部省英語読本,https://dl.ndl.go.jp/info:ndljp/pid/1080359,"https://www.dl.ndl.go.jp/api/iiif/1080359/R0000024/pct:37.3,24.8,11.1,24.5/full/0/default.jpg"
1081786_104_0.jpg,graphic_illust,graphic_illust\1081786_104_0.jpg,植物學教科書 : 中等教育,https://dl.ndl.go.jp/info:ndljp/pid/1081786,"https://www.dl.ndl.go.jp/api/iiif/1081786/R0000104/pct:55.2,29.8,17.3,18.5/full/0/default.jpg"
1082066_74_0.jpg,graphic_illust,graphic_illust\1082066_74_0.jpg,化學工業全書,https://dl.ndl.go.jp/info:ndljp/pid/1082066,"https://www.dl.ndl.go.jp/api/iiif/1082066/R0000074/pct:17.9,28.5,29.7,31.2/full/0/default.jpg"
1082080_173_0.jpg,graphic_illust,graphic_illust\1082080_173_0.jpg,物理學,https://dl.ndl.go.jp/info:ndljp/pid/1082080,"https://www.dl.ndl.go.jp/api/iiif/1082080/R0000173/pct:52.0,24.9,29.5,21.2/full/0/default.jpg"
1082097_146_0.jpg,graphic_illust,graphic_illust\1082097_146_0.jpg,普通物理學教科書,https://dl.ndl.go.jp/info:ndljp/pid/1082097,"https://www.dl.ndl.go.jp/api/iiif/1082097/R0000146/pct:50.5,25.6,29.5,42.0/full/0/default.jpg"
1082102_60_1.jpg,graphic_illust,graphic_illust\1082102_60_1.jpg,物理學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082102,"https://www.dl.ndl.go.jp/api/iiif/1082102/R0000060/pct:74.7,40.8,9.2,21.1/full/0/default.jpg"
1082111_72_1.jpg,graphic_illust,graphic_illust\1082111_72_1.jpg,物理學解義 : 理論計算,https://dl.ndl.go.jp/info:ndljp/pid/1082111,"https://www.dl.ndl.go.jp/api/iiif/1082111/R0000072/pct:34.2,33.4,14.7,15.0/full/0/default.jpg"
1082114_161_0.jpg,graphic_illust,graphic_illust\1082114_161_0.jpg,中等物理學教科書,https://dl.ndl.go.jp/info:ndljp/pid/1082114,"https://www.dl.ndl.go.jp/api/iiif/1082114/R0000161/pct:68.3,25.8,15.2,20.3/full/0/default.jpg"
1082155_72_0.jpg,graphic_illust,graphic_illust\1082155_72_0.jpg,普通教育化學教科書,https://dl.ndl.go.jp/info:ndljp/pid/1082155,"https://www.dl.ndl.go.jp/api/iiif/1082155/R0000072/pct:50.5,26.9,22.8,26.3/full/0/default.jpg"
1082182_64_0.jpg,graphic_illust,graphic_illust\1082182_64_0.jpg,組織學講本,https://dl.ndl.go.jp/info:ndljp/pid/1082182,"https://www.dl.ndl.go.jp/api/iiif/1082182/R0000064/pct:52.2,29.8,10.8,30.1/full/0/default.jpg"
1082201_128_0.jpg,graphic_illust,graphic_illust\1082201_128_0.jpg,解剖學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082201,"https://www.dl.ndl.go.jp/api/iiif/1082201/R0000128/pct:18.2,34.9,21.5,42.6/full/0/default.jpg"
1082201_136_0.jpg,graphic_illust,graphic_illust\1082201_136_0.jpg,解剖學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082201,"https://www.dl.ndl.go.jp/api/iiif/1082201/R0000136/pct:53.8,35.0,28.5,37.8/full/0/default.jpg"
1082201_137_0.jpg,graphic_illust,graphic_illust\1082201_137_0.jpg,解剖學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082201,"https://www.dl.ndl.go.jp/api/iiif/1082201/R0000137/pct:17.7,35.0,26.0,35.0/full/0/default.jpg"
1082201_162_0.jpg,graphic_illust,graphic_illust\1082201_162_0.jpg,解剖學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082201,"https://www.dl.ndl.go.jp/api/iiif/1082201/R0000162/pct:14.0,23.9,33.3,63.2/full/0/default.jpg"
1082201_164_0.jpg,graphic_illust,graphic_illust\1082201_164_0.jpg,解剖學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082201,"https://www.dl.ndl.go.jp/api/iiif/1082201/R0000164/pct:13.9,26.8,33.1,53.2/full/0/default.jpg"
1082201_164_1.jpg,graphic_illust,graphic_illust\1082201_164_1.jpg,解剖學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082201,"https://www.dl.ndl.go.jp/api/iiif/1082201/R0000164/pct:54.2,34.7,31.3,49.4/full/0/default.jpg"
1082201_172_0.jpg,graphic_illust,graphic_illust\1082201_172_0.jpg,解剖學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082201,"https://www.dl.ndl.go.jp/api/iiif/1082201/R0000172/pct:55.9,25.6,28.5,56.3/full/0/default.jpg"
1082201_173_0.jpg,graphic_illust,graphic_illust\1082201_173_0.jpg,解剖學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082201,"https://www.dl.ndl.go.jp/api/iiif/1082201/R0000173/pct:17.3,33.9,26.7,35.6/full/0/default.jpg"
1082201_24_0.jpg,graphic_illust,graphic_illust\1082201_24_0.jpg,解剖學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082201,"https://www.dl.ndl.go.jp/api/iiif/1082201/R0000024/pct:55.9,34.0,25.2,28.1/full/0/default.jpg"
1082201_48_0.jpg,graphic_illust,graphic_illust\1082201_48_0.jpg,解剖學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082201,"https://www.dl.ndl.go.jp/api/iiif/1082201/R0000048/pct:20.3,33.8,27.8,46.8/full/0/default.jpg"
1082201_53_0.jpg,graphic_illust,graphic_illust\1082201_53_0.jpg,解剖學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082201,"https://www.dl.ndl.go.jp/api/iiif/1082201/R0000053/pct:14.9,36.5,33.4,39.0/full/0/default.jpg"
1082201_62_0.jpg,graphic_illust,graphic_illust\1082201_62_0.jpg,解剖學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082201,"https://www.dl.ndl.go.jp/api/iiif/1082201/R0000062/pct:22.5,35.0,19.7,23.3/full/0/default.jpg"
1082201_86_0.jpg,graphic_illust,graphic_illust\1082201_86_0.jpg,解剖學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082201,"https://www.dl.ndl.go.jp/api/iiif/1082201/R0000086/pct:55.5,34.5,25.3,37.8/full/0/default.jpg"
1082201_94_0.jpg,graphic_illust,graphic_illust\1082201_94_0.jpg,解剖學講義,https://dl.ndl.go.jp/info:ndljp/pid/1082201,"https://www.dl.ndl.go.jp/api/iiif/1082201/R0000094/pct:16.4,34.2,16.8,34.8/full/0/default.jpg"
1082220_120_1.jpg,graphic_illust,graphic_illust\1082220_120_1.jpg,和漢藥の良否鑑別法及調製方,https://dl.ndl.go.jp/info:ndljp/pid/1082220,"https://www.dl.ndl.go.jp/api/iiif/1082220/R0000120/pct:64.2,52.2,13.5,16.2/full/0/default.jpg"
1082223_165_0.jpg,graphic_illust,graphic_illust\1082223_165_0.jpg,病理總論,https://dl.ndl.go.jp/info:ndljp/pid/1082223,"https://www.dl.ndl.go.jp/api/iiif/1082223/R0000165/pct:28.3,32.0,18.3,34.6/full/0/default.jpg"
1082237_144_0.jpg,graphic_illust,graphic_illust\1082237_144_0.jpg,井上内科新書,https://dl.ndl.go.jp/info:ndljp/pid/1082237,"https://www.dl.ndl.go.jp/api/iiif/1082237/R0000144/pct:62.5,33.7,11.7,41.9/full/0/default.jpg"
1082242_94_3.jpg,graphic_illust,graphic_illust\1082242_94_3.jpg,新内科全書,https://dl.ndl.go.jp/info:ndljp/pid/1082242,"https://www.dl.ndl.go.jp/api/iiif/1082242/R0000094/pct:28.8,69.9,14.0,14.7/full/0/default.jpg"
